Call_ID,Arrival_Time,Service_Start_Time,Service_End_Time,Waiting_Time,Service_Duration,Agent_ID,Queue_Length_On_Arrival
127,607,607,672.94,0,65.94,1,0
128,608,609,646.97,1,37.97,4,1
129,609,609,613.22,0,4.22,8,0
130,612,612,648.76,0,36.76,2,0
131,630,630,651.34,0,21.34,7,0
132,633,633,660.73,0,27.73,8,0
133,641,641,710.24,0,69.24,3,0
134,644,644,674.4,0,30.4,9,0
135,645,647,648.27,2,1.27,4,1
136,646,649,652.87,3,3.87,2,1
137,648,649,707.69,1,58.69,4,0
138,650,652,687.17,2,35.17,7,0
139,653,653,722.93,0,69.93,2,0
140,654,661,661.26,7,0.26,8,2
141,655,662,679.23,7,17.23,8,1
142,660,673,680.92,13,7.92,1,4
143,668,675,682.94,7,7.94,9,4
144,669,679,692.66,10,13.66,6,3
145,671,680,733.56,9,53.56,8,3
146,673,681,685.69,8,4.69,1,2
147,674,683,731.8,9,48.8,9,2
148,680,686,702.91,6,16.91,1,1
149,683,688,725.32,5,37.32,7,0
150,695,695,702.9,0,7.9,6,0
151,697,703,727.51,6,24.51,1,0
152,704,704,762.75,0,58.75,6,0
153,707,708,710.37,1,2.37,4,1
154,708,711,757.12,3,46.12,3,0
155,720,720,724.71,0,4.71,4,0
156,727,727,749.81,0,22.81,2,0
157,730,730,741.69,0,11.69,1,0
158,731,731,731.21,0,0.21,4,0
159,745,745,756.8,0,11.8,1,0
160,747,747,762.86,0,15.86,4,0
161,749,749,822.14,0,73.14,5,0
162,758,758,765.47,0,7.47,1,0
163,771,771,771.66,0,0.66,1,0
164,782,782,802.12,0,20.12,1,0
165,786,786,787.91,0,1.91,2,0
166,799,799,808.47,0,9.47,2,0
167,800,800,803.89,0,3.89,3,0
168,804,804,837.06,0,33.06,1,0
169,820,820,907.46,0,87.46,2,0
170,826,826,829.5,0,3.5,3,0
171,827,827,828.39,0,1.39,4,0
172,828,828,831.56,0,3.56,5,0
173,830,830,839.61,0,9.61,3,0
174,832,832,835.55,0,3.55,4,0
175,833,833,839.79,0,6.79,5,0
176,835,835,854.21,0,19.21,6,0
177,839,839,859.36,0,20.36,1,0
178,846,846,917.16,0,71.16,3,0
179,847,847,886.52,0,39.52,4,0
180,852,852,867.88,0,15.88,5,0
181,855,855,880.89,0,25.89,6,0
182,856,856,859.78,0,3.78,7,0
183,857,857,860.24,0,3.24,8,0
184,860,860,884.54,0,24.54,1,0
185,861,861,887.87,0,26.87,7,0
186,862,862,885.11,0,23.11,8,0
187,863,863,884.58,0,21.58,9,0
188,869,869,885.79,0,16.79,5,0
189,870,881,881.4,11,0.4,6,5
190,872,882,898.46,10,16.46,6,4
191,875,885,892.83,10,7.83,1,3
192,876,885,906.89,9,21.89,9,2
193,877,886,897.45,9,11.45,5,1
194,881,886,932.28,5,46.28,8,0
195,888,888,921.36,0,33.36,4,0
196,890,890,899.84,0,9.84,7,0
197,891,893,893.96,2,0.96,1,0
198,894,894,908.1,0,14.1,1,0
199,905,905,907.57,0,2.57,5,0
200,910,910,910.05,0,0.05,1,0
201,919,919,939.51,0,20.51,1,0
202,920,920,927.88,0,7.88,2,0
203,922,922,945.21,0,23.21,3,0
204,931,931,936.96,0,5.96,2,0
205,932,932,944.04,0,12.04,4,0
206,936,936,962.76,0,26.76,5,0
207,943,943,960.65,0,17.65,1,0
208,951,951,974.81,0,23.81,2,0
209,952,952,976.91,0,24.91,3,0
210,953,953,960.44,0,7.44,4,0
211,955,955,1011.94,0,56.94,6,0
212,958,958,968.05,0,10.05,7,0
213,984,984,1031.39,0,47.39,1,0
214,989,989,1014.21,0,25.21,2,0
215,990,990,1011.65,0,21.65,3,0
216,994,994,998.5,0,4.5,4,0
217,1001,1001,1027.45,0,26.45,4,0
218,1003,1003,1097.3,0,94.3,5,0
219,1006,1006,1081.94,0,75.94,7,0
220,1010,1010,1095.58,0,85.58,8,0
221,1016,1016,1062.07,0,46.07,2,0
222,1021,1021,1040.53,0,19.53,3,0
223,1023,1023,1023.48,0,0.48,6,0
224,1025,1025,1026.12,0,1.12,6,0
225,1030,1030,1072.31,0,42.31,4,0
226,1033,1033,1048.84,0,15.84,1,0
227,1038,1038,1051.31,0,13.31,6,0
228,1046,1046,1052.48,0,6.48,3,0
229,1059,1059,1113.72,0,54.72,1,0
230,1061,1061,1061.96,0,0.96,3,0
231,1062,1062,1138.01,0,76.01,3,0
232,1066,1066,1074.52,0,8.52,2,0
233,1074,1074,1092.83,0,18.83,4,0
234,1075,1075,1124.88,0,49.88,2,0
235,1079,1079,1115.27,0,36.27,6,0
236,1093,1093,1125.44,0,32.44,4,0
237,1097,1097,1108.65,0,11.65,7,0
238,1098,1098,1125.6,0,27.6,5,0
239,1109,1109,1129.16,0,20.16,7,0
240,1110,1110,1116.12,0,6.12,8,0
241,1112,1112,1175.44,0,63.44,9,0
242,1123,1123,1126.82,0,3.82,1,0
243,1139,1139,1139.64,0,0.64,1,0
244,1146,1146,1166.9,0,20.9,1,0
245,1156,1156,1244.08,0,88.08,2,0
246,1164,1164,1262.96,0,98.96,3,0
247,1181,1181,1246.73,0,65.73,1,0
248,1189,1189,1207.25,0,18.25,4,0
249,1197,1197,1200.9,0,3.9,5,0
250,1198,1198,1206.57,0,8.57,6,0
251,1200,1200,1232.36,0,32.36,7,0
252,1205,1205,1221.39,0,16.39,5,0
253,1210,1210,1271.21,0,61.21,4,0
254,1212,1212,1223.3,0,11.3,6,0
255,1214,1214,1218.33,0,4.33,8,0
256,1216,1216,1237.62,0,21.62,9,0
257,1223,1223,1295.52,0,72.52,5,0
258,1239,1239,1254.99,0,15.99,6,0
259,1241,1241,1254.74,0,13.74,7,0
260,1242,1242,1298.79,0,56.79,8,0
261,1254,1254,1308.27,0,54.27,1,0
262,1267,1267,1356.08,0,89.08,2,0
263,1273,1273,1283.23,0,10.23,3,0
264,1282,1282,1293.69,0,11.69,4,0
265,1289,1289,1363.2,0,74.2,3,0
266,1291,1291,1347.92,0,56.92,6,0
267,1295,1295,1357.98,0,62.98,4,0
268,1298,1298,1318.69,0,20.69,5,0
269,1300,1300,1380.14,0,80.14,7,0
270,1303,1303,1304.67,0,1.67,8,0
271,1304,1304,1314.37,0,10.37,9,0
272,1307,1307,1321.18,0,14.18,8,0
273,1313,1313,1329.9,0,16.9,1,0
274,1319,1319,1319.02,0,0.02,5,0
275,1334,1334,1351.55,0,17.55,1,0
276,1347,1347,1365.2,0,18.2,5,0
277,1350,1350,1368.81,0,18.81,6,0
278,1389,1389,1410.45,0,21.45,1,0
279,1400,1400,1405.09,0,5.09,2,0
280,1405,1405,1414.84,0,9.84,3,0
281,1406,1406,1419.94,0,13.94,2,0
282,1410,1410,1470.44,0,60.44,4,0
283,1423,1423,1443.22,0,20.22,1,0
284,1431,1431,1478.01,0,47.01,2,0
285,1434,1434,1450.06,0,16.06,3,0
286,1438,1438,1469.16,0,31.16,5,0
287,1441,1441,1473.99,0,32.99,6,0
288,1445,1445,1531.03,0,86.03,1,0
289,1446,1446,1482.79,0,36.79,7,0
290,1448,1448,1467.1,0,19.1,8,0
291,1449,1449,1451.7,0,2.7,9,0
292,1451,1451,1468.34,0,17.34,3,0
293,1452,1452,1470.72,0,18.72,9,0
294,1454,1468,1570.66,14,102.66,8,1
295,1458,1469,1479.95,11,10.95,3,0
296,1482,1482,1567.96,0,85.96,2,0
297,1483,1483,1522.82,0,39.82,3,0
298,1484,1484,1484.22,0,0.22,4,0
299,1486,1486,1488.17,0,2.17,4,0
300,1491,1491,1548.73,0,57.73,4,0
301,1504,1504,1508.92,0,4.92,5,0
302,1505,1505,1559.07,0,54.07,6,0
303,1506,1506,1625.08,0,119.08,7,0
304,1507,1507,1523.13,0,16.13,9,0
305,1509,1509,1537.21,0,28.21,5,0
306,1513,1523,1575.33,10,52.33,3,2
307,1517,1524,1531.05,7,7.05,9,1
308,1521,1532,1639.13,11,107.13,1,0
309,1543,1543,1627.11,0,84.11,5,0
310,1548,1548,1560.4,0,12.4,9,0
311,1554,1554,1559.21,0,5.21,4,0
312,1558,1560,1562.65,2,2.65,4,0
313,1562,1562,1575.67,0,13.67,6,0
314,1568,1568,1598.9,0,30.9,2,0
315,1569,1569,1616.24,0,47.24,4,0
316,1570,1570,1606.42,0,36.42,9,0
317,1577,1577,1579.24,0,2.24,3,0
318,1578,1578,1613.94,0,35.94,6,0
319,1581,1581,1634.78,0,53.78,3,0
320,1586,1586,1624.22,0,38.22,8,0
321,1588,1599,1616.31,11,17.31,2,1
322,1590,1607,1645.84,17,38.84,9,0
323,1612,1614,1680.82,2,66.82,6,2
324,1613,1617,1671.26,4,54.26,2,2
325,1614,1617,1671.36,3,54.36,4,1
326,1617,1625,1649.95,8,24.95,8,2
327,1620,1626,1628.48,6,2.48,7,1
328,1623,1628,1645.19,5,17.19,5,1
329,1628,1629,1654.25,1,25.25,7,0
330,1636,1636,1636.98,0,0.98,3,0
331,1638,1638,1649.11,0,11.11,3,0
332,1645,1645,1697.98,0,52.98,1,0
333,1646,1646,1646.42,0,0.42,5,0
334,1647,1647,1660.03,0,13.03,5,0
335,1648,1648,1665.32,0,17.32,9,0
336,1650,1650,1691.97,0,41.97,3,0
337,1658,1658,1659.32,0,1.32,7,0
338,1666,1666,1702.11,0,36.11,5,0
339,1667,1667,1677.34,0,10.34,7,0
340,1669,1669,1673.76,0,4.76,8,0
341,1671,1671,1710.91,0,39.91,9,0
342,1672,1672,1695.03,0,23.03,2,0
343,1673,1673,1779.22,0,106.22,4,0
344,1676,1676,1716.59,0,40.59,8,0
345,1678,1678,1763.48,0,85.48,7,0
346,1684,1684,1695.05,0,11.05,6,0
347,1689,1692,1695.13,3,3.13,3,0
348,1703,1703,1722.63,0,19.63,1,0
349,1705,1705,1725.28,0,20.28,2,0
350,1707,1707,1710.71,0,3.71,3,0
351,1708,1708,1714.7,0,6.7,5,0
352,1711,1711,1727.91,0,16.91,3,0
353,1724,1724,1729.75,0,5.75,1,0
354,1727,1727,1788.51,0,61.51,2,0
355,1728,1728,1733.96,0,5.96,3,0
356,1734,1734,1748.79,0,14.79,1,0
357,1737,1737,1785.26,0,48.26,3,0
358,1741,1741,1774.66,0,33.66,5,0
359,1752,1752,1780.21,0,28.21,1,0
360,1757,1757,1769.52,0,12.52,6,0
361,1758,1758,1779.58,0,21.58,8,0
362,1764,1764,1931.38,0,167.38,7,0
363,1766,1766,1779.08,0,13.08,9,0
364,1770,1770,1771.33,0,1.33,6,0
365,1771,1772,1774.63,1,2.63,6,0
366,1779,1779,1783.21,0,4.21,5,0
367,1780,1780,1804.25,0,24.25,4,0
368,1781,1781,1830.29,0,49.29,1,0
369,1782,1782,1842.38,0,60.38,6,0
370,1784,1784,1799.63,0,15.63,5,0
371,1790,1790,1800.13,0,10.13,2,0
372,1794,1794,1830.2,0,36.2,3,0
373,1795,1795,1812.98,0,17.98,8,0
374,1796,1796,1820.16,0,24.16,9,0
375,1799,1800,1862.26,1,62.26,5,0
376,1806,1806,1848.44,0,42.44,2,0
377,1814,1814,1878.71,0,64.71,4,0
378,1816,1816,1861.57,0,45.57,8,0
379,1820,1821,1833.62,1,12.62,9,0
380,1822,1831,1837.65,9,6.65,1,2
381,1830,1831,1839.25,1,8.25,3,1
382,1831,1834,1855.17,3,21.17,9,3
383,1832,1838,1918.69,6,80.69,1,3
384,1833,1840,1843.71,7,3.71,3,2
385,1834,1843,1877.15,9,34.15,6,3
386,1835,1844,1883.65,9,39.65,3,3
387,1841,1849,1977.44,8,128.44,2,4
388,1843,1856,1864.08,13,8.08,9,3
389,1844,1862,1869.14,18,7.14,8,3
390,1845,1863,1915.47,18,52.47,5,2
391,1846,1865,1888.46,19,23.46,9,1
392,1859,1870,1970.74,11,100.74,8,2
393,1866,1878,1884.12,12,6.12,6,2
394,1870,1879,1999.0,9,120.0,4,1
395,1877,1884,1980.45,7,96.45,3,3
396,1880,1885,1901.36,5,16.36,6,2
397,1881,1889,1930.75,8,41.75,9,1
398,1883,1902,1913.33,19,11.33,6,3
399,1893,1914,1974.74,21,60.74,6,3
400,1896,1916,1997.02,20,81.02,5,3
401,1901,1919,1970.08,18,51.08,1,3
402,1903,1931,1937.89,28,6.89,9,3
403,1916,1932,1988.94,16,56.94,7,2
404,1918,1938,1949.9,20,11.9,9,2
405,1920,1950,2030.78,30,80.78,9,5
406,1938,1971,2001.26,33,30.26,1,5
407,1944,1971,1971.02,27,0.02,8,4
408,1945,1972,1981.48,27,9.48,8,4
409,1948,1975,1978.14,27,3.14,6,6
410,1949,1978,2027.41,29,49.41,2,5
411,1960,1979,1989.69,19,10.69,6,4
412,1972,1981,2007.34,9,26.34,3,4
413,1973,1982,2033.35,9,51.35,8,3
414,1974,1989,2040.92,15,51.92,7,3
415,1975,1990,2020.09,15,30.09,6,2
416,1981,1998,2002.05,17,4.05,5,2
417,1986,2000,2082.38,14,82.38,4,2
418,1996,2002,2025.99,6,23.99,1,1
419,2000,2003,2007.56,3,4.56,5,0
420,2012,2012,2057.15,0,45.15,3,0
421,2016,2016,2027.45,0,11.45,5,0
422,2025,2025,2080.6,0,55.6,6,0
423,2030,2030,2040.0,0,10.0,1,0
424,2031,2031,2071.66,0,40.66,2,0
425,2032,2032,2054.41,0,22.41,5,0
426,2034,2034,2036.68,0,2.68,8,0
427,2036,2036,2083.88,0,47.88,9,0
428,2043,2043,2060.0,0,17.0,1,0
429,2048,2048,2048.07,0,0.07,7,0
430,2055,2055,2071.44,0,16.44,5,0
431,2058,2058,2088.99,0,30.99,3,0
432,2060,2060,2084.18,0,24.18,7,0
433,2061,2061,2074.87,0,13.87,1,0
434,2063,2063,2064.96,0,1.96,8,0
435,2068,2068,2112.88,0,44.88,8,0
436,2073,2073,2198.11,0,125.11,2,0
437,2074,2074,2108.31,0,34.31,5,0
438,2075,2075,2089.24,0,14.24,1,0
439,2078,2081,2101.64,3,20.64,6,1
440,2079,2083,2118.82,4,35.82,4,0
441,2096,2096,2117.89,0,21.89,1,0
442,2098,2098,2141.15,0,43.15,3,0
443,2100,2100,2104.54,0,4.54,7,0
444,2104,2104,2107.22,0,3.22,6,0
445,2113,2113,2174.96,0,61.96,5,0
446,2125,2125,2135.81,0,10.81,1,0
447,2128,2128,2207.15,0,79.15,4,0
448,2146,2146,2197.77,0,51.77,1,0
449,2147,2147,2149.45,0,2.45,3,0
450,2153,2153,2203.0,0,50.0,3,0
451,2164,2164,2213.58,0,49.58,6,0
452,2166,2166,2182.19,0,16.19,7,0
453,2167,2167,2191.83,0,24.83,8,0
454,2171,2171,2263.41,0,92.41,9,0
455,2174,2175,2186.75,1,11.75,5,0
456,2178,2183,2183.4,5,0.4,7,1
457,2182,2184,2236.72,2,52.72,7,0
458,2192,2192,2206.8,0,14.8,5,0
459,2198,2198,2199.15,0,1.15,1,0
460,2200,2200,2213.03,0,13.03,1,0
461,2204,2204,2207.81,0,3.81,2,0
462,2205,2205,2214.56,0,9.56,3,0
463,2207,2207,2226.57,0,19.57,5,0
464,2208,2208,2213.57,0,5.57,2,0
465,2214,2214,2269.02,0,55.02,1,0
466,2222,2222,2222.96,0,0.96,2,0
467,2244,2244,2307.61,0,63.61,2,0
468,2248,2248,2252.73,0,4.73,3,0
469,2249,2249,2319.05,0,70.05,4,0
470,2250,2250,2266.7,0,16.7,5,0
471,2254,2254,2285.25,0,31.25,3,0
472,2255,2255,2285.51,0,30.51,6,0
473,2264,2264,2281.94,0,17.94,7,0
474,2269,2269,2287.85,0,18.85,5,0
475,2270,2270,2288.44,0,18.44,1,0
476,2285,2285,2299.53,0,14.53,7,0
477,2286,2286,2322.3,0,36.3,3,0
478,2287,2287,2331.11,0,44.11,6,0
479,2288,2288,2362.99,0,74.99,5,0
480,2292,2292,2319.91,0,27.91,1,0
481,2293,2293,2310.24,0,17.24,8,0
482,2296,2296,2296.5,0,0.5,9,0
483,2299,2299,2303.37,0,4.37,9,0
484,2302,2302,2310.04,0,8.04,7,0
485,2303,2304,2318.53,1,14.53,9,1
486,2304,2308,2318.59,4,10.59,2,1
487,2308,2311,2346.56,3,35.56,7,0
488,2312,2312,2320.08,0,8.08,8,0
489,2317,2319,2330.74,2,11.74,2,0
490,2321,2321,2357.35,0,36.35,1,0
491,2322,2322,2361.8,0,39.8,4,0
492,2330,2330,2385.31,0,55.31,3,0
493,2335,2335,2349.77,0,14.77,2,0
494,2336,2336,2343.8,0,7.8,6,0
495,2337,2337,2353.53,0,16.53,8,0
496,2339,2339,2375.33,0,36.33,9,0
497,2345,2345,2364.36,0,19.36,6,0
498,2347,2347,2347.94,0,0.94,7,0
499,2349,2349,2450.53,0,101.53,7,0
500,2350,2350,2358.0,0,8.0,2,0
501,2356,2356,2357.26,0,1.26,8,0
502,2360,2360,2370.42,0,10.42,1,0
503,2364,2364,2445.08,0,81.08,2,0
504,2371,2371,2398.05,0,27.05,1,0
505,2377,2377,2382.78,0,5.78,4,0
506,2378,2378,2394.42,0,16.42,5,0
507,2381,2381,2384.3,0,3.3,6,0
508,2387,2387,2425.71,0,38.71,3,0
509,2394,2394,2420.53,0,26.53,4,0
510,2398,2398,2398.28,0,0.28,5,0
511,2404,2404,2405.55,0,1.55,1,0
512,2407,2407,2460.81,0,53.81,1,0
513,2408,2408,2448.8,0,40.8,5,0
514,2414,2414,2420.34,0,6.34,6,0
515,2420,2420,2436.41,0,16.41,8,0
516,2423,2423,2448.06,0,25.06,4,0
517,2424,2424,2451.52,0,27.52,6,0
518,2428,2428,2493.35,0,65.35,3,0
519,2432,2432,2476.35,0,44.35,9,0
520,2434,2437,2466.05,3,29.05,8,0
521,2439,2446,2450.68,7,4.68,2,2
522,2441,2449,2454.5,8,5.5,4,2
523,2446,2449,2457.52,3,8.52,5,1
524,2447,2451,2452.73,4,1.73,2,0
525,2453,2453,2486.55,0,33.55,2,0
526,2459,2459,2475.58,0,16.58,4,0
527,2463,2463,2522.42,0,59.42,1,0
528,2466,2466,2493.36,0,27.36,5,0
529,2468,2468,2479.49,0,11.49,6,0
530,2471,2471,2525.08,0,54.08,7,0
531,2472,2472,2497.64,0,25.64,8,0
532,2473,2476,2477.81,3,1.81,4,0
533,2479,2479,2518.62,0,39.62,4,0
534,2480,2480,2481.34,0,1.34,6,0
535,2483,2483,2532.1,0,49.1,6,0
536,2489,2489,2580.17,0,91.17,2,0
537,2498,2498,2534.57,0,36.57,3,0
538,2508,2508,2562.28,0,54.28,5,0
539,2510,2510,2540.29,0,30.29,8,0
540,2514,2514,2527.72,0,13.72,9,0
541,2520,2520,2606.51,0,86.51,4,0
542,2524,2524,2537.86,0,13.86,1,0
543,2528,2528,2552.2,0,24.2,7,0
544,2529,2529,2542.76,0,13.76,9,0
545,2532,2533,2535.63,1,2.63,6,0
546,2545,2545,2563.57,0,18.57,1,0
547,2546,2546,2572.03,0,26.03,3,0
548,2551,2551,2678.65,0,127.65,6,0
549,2552,2552,2663.09,0,111.09,8,0
550,2558,2558,2687.33,0,129.33,7,0
551,2561,2561,2585.39,0,24.39,9,0
552,2564,2564,2594.34,0,30.34,1,0
553,2573,2573,2719.46,0,146.46,3,0
554,2574,2574,2605.68,0,31.68,5,0
555,2576,2581,2582.44,5,1.44,2,2
556,2578,2583,2586.51,5,3.51,2,1
557,2580,2586,2596.84,6,10.84,9,0
558,2588,2588,2601.08,0,13.08,2,0
559,2591,2595,2604.17,4,9.17,1,1
560,2592,2597,2781.78,5,184.78,9,1
561,2596,2602,2646.53,6,44.53,2,2
562,2598,2605,2693.22,7,88.22,1,2
563,2601,2606,2624.95,5,18.95,5,2
564,2605,2607,2726.26,2,119.26,4,2
565,2606,2625,2727.55,19,102.55,5,4
566,2607,2647,2684.89,40,37.89,2,7
567,2608,2664,2679.68,56,15.68,8,9
568,2609,2679,2679.6,70,0.6,6,12
569,2610,2680,2692.14,70,12.14,6,11
570,2626,2680,2688.41,54,8.41,8,10
571,2628,2685,2707.08,57,22.08,2,11
572,2630,2688,2715.76,58,27.76,7,10
573,2636,2689,2725.18,53,36.18,8,9
574,2648,2693,2774.84,45,81.84,6,8
575,2661,2694,2696.02,33,2.02,1,7
576,2662,2697,2723.41,35,26.41,1,8
577,2667,2708,2801.07,41,93.07,2,9
578,2673,2716,2720.41,43,4.41,7,10
579,2675,2720,2728.16,45,8.16,3,10
580,2678,2721,2751.82,43,30.82,7,10
581,2684,2724,2725.22,40,1.22,1,11
582,2685,2726,2743.07,41,17.07,1,10
583,2695,2726,2749.72,31,23.72,8,9
584,2696,2727,2745.34,31,18.34,4,8
585,2698,2728,2754.02,30,26.02,5,7
586,2708,2729,2763.98,21,34.98,3,6
587,2711,2744,2783.03,33,39.03,1,10
588,2714,2746,2761.59,32,15.59,4,9
589,2720,2750,2775.18,30,25.18,8,10
590,2721,2752,2756.1,31,4.1,7,10
591,2723,2755,2787.49,32,32.49,5,11
592,2724,2757,2779.72,33,22.72,7,10
593,2732,2762,2784.39,30,22.39,4,9
594,2733,2764,2765.63,31,1.63,3,9
595,2734,2766,2789.83,32,23.83,3,8
596,2735,2775,2791.93,40,16.93,6,8
597,2741,2776,2799.88,35,23.88,8,7
598,2747,2780,2847.05,33,67.05,7,7
599,2749,2782,2841.18,33,59.18,9,6
600,2751,2784,2798.74,33,14.74,1,6
601,2753,2785,2864.25,32,79.25,4,5
602,2754,2788,2806.01,34,18.01,5,4
603,2763,2790,2808.66,27,18.66,3,4
604,2774,2792,2845.28,18,53.28,6,3
605,2777,2799,2815.71,22,16.71,1,4
606,2784,2800,2801.48,16,1.48,8,4
607,2789,2802,2811.76,13,9.76,2,3
608,2796,2802,2815.96,6,13.96,8,2
609,2799,2807,2807.19,8,0.19,5,2
610,2800,2808,2841.37,8,33.37,5,1
611,2805,2809,2818.21,4,9.21,3,0
612,2814,2814,2824.16,0,10.16,2,0
613,2820,2820,2839.89,0,19.89,1,0
614,2821,2821,2831.14,0,10.14,3,0
615,2822,2822,2856.61,0,34.61,8,0
616,2827,2827,2848.32,0,21.32,2,0
617,2829,2832,2933.84,3,101.84,3,0
618,2838,2840,2871.25,2,31.25,1,0
619,2849,2849,2859.94,0,10.94,2,0
620,2854,2854,2909.87,0,55.87,5,0
621,2857,2857,2942.32,0,85.32,6,0
622,2863,2863,2867.39,0,4.39,2,0
623,2864,2864,2907.74,0,43.74,7,0
624,2871,2871,2962.49,0,91.49,2,0
625,2877,2877,2899.08,0,22.08,1,0
626,2878,2878,2886.61,0,8.61,4,0
627,2879,2879,2960.62,0,81.62,8,0
628,2880,2880,2963.27,0,83.27,9,0
629,2883,2887,2922.51,4,35.51,4,1
630,2886,2900,2919.69,14,19.69,1,1
