Call_ID,Arrival_Time,Service_Start_Time,Service_End_Time,Waiting_Time,Service_Duration,Agent_ID,Queue_Length_On_Arrival
161,794,1041,1065.39,247,24.39,1,70
162,796,1042,1099.26,246,57.26,4,69
163,804,1045,1072.71,241,27.71,2,68
164,806,1045,1110.29,239,65.29,5,67
165,815,1066,1067.89,251,1.89,1,69
166,825,1068,1105.88,243,37.88,1,68
167,826,1072,1074.63,246,2.63,3,70
168,827,1073,1079.77,246,6.77,2,70
169,834,1075,1079.38,241,4.38,3,69
170,835,1080,1081.55,245,1.55,2,68
171,841,1080,1082.48,239,2.48,3,67
172,849,1082,1090.08,233,8.08,2,67
173,851,1083,1092.84,232,9.84,3,66
174,853,1091,1145.41,238,54.41,2,68
175,856,1093,1096.78,237,3.78,3,68
176,858,1097,1097.39,239,0.39,3,68
177,862,1098,1108.99,236,10.99,3,67
178,864,1100,1129.33,236,29.33,4,66
179,871,1106,1130.5,235,24.5,1,66
180,874,1109,1111.91,235,2.91,3,65
181,875,1111,1123.56,236,12.56,5,65
182,879,1112,1129.37,233,17.37,3,64
183,884,1124,1131.9,240,7.9,5,64
184,885,1130,1134.26,245,4.26,3,65
185,886,1130,1180.79,244,50.79,4,64
186,888,1131,1166.79,243,35.79,1,63
187,889,1132,1137.38,243,5.38,5,62
188,890,1135,1150.24,245,15.24,3,61
189,898,1138,1176.18,240,38.18,5,62
190,899,1146,1147.72,247,1.72,2,62
191,900,1148,1164.61,248,16.61,2,61
192,901,1151,1208.62,250,57.62,3,60
193,906,1165,1178.96,259,13.96,2,59
194,907,1167,1210.51,260,43.51,1,58
195,908,1177,1177.31,269,0.31,5,58
196,910,1178,1180.65,268,2.65,5,57
197,913,1179,1185.83,266,6.83,2,56
198,916,1181,1225.59,265,44.59,4,55
199,917,1181,1189.62,264,8.62,5,54
200,918,1186,1193.38,268,7.38,2,53
201,922,1190,1190.55,268,0.55,5,54
202,923,1191,1198.25,268,7.25,5,53
203,924,1194,1220.28,270,26.28,2,52
204,927,1199,1214.04,272,15.04,5,51
205,928,1209,1300.22,281,91.22,3,54
206,939,1211,1274.24,272,63.24,1,53
207,940,1215,1315.68,275,100.68,5,53
208,942,1221,1259.01,279,38.01,2,53
209,943,1226,1237.77,283,11.77,4,53
210,944,1238,1258.97,294,20.97,4,53
211,946,1259,1277.27,313,18.27,4,54
212,951,1260,1295.65,309,35.65,2,53
213,952,1275,1302.99,323,27.99,1,56
214,953,1278,1295.58,325,17.58,4,56
215,959,1296,1345.77,337,49.77,2,60
216,963,1296,1312.2,333,16.2,4,59
217,964,1301,1392.89,337,91.89,3,58
218,965,1303,1348.9,338,45.9,1,58
219,977,1313,1352.49,336,39.49,4,62
220,978,1316,1319.82,338,3.82,5,61
221,984,1320,1437.35,336,117.35,5,63
222,985,1346,1346.82,361,0.82,2,67
223,988,1347,1359.9,359,12.9,2,66
224,991,1349,1371.42,358,22.42,1,65
225,999,1353,1380.54,354,27.54,4,64
226,1016,1360,1450.36,344,90.36,2,63
227,1026,1372,1541.95,346,169.95,1,62
228,1028,1381,1410.05,353,29.05,4,64
229,1030,1393,1428.15,363,35.15,3,66
230,1032,1411,1411.37,379,0.37,4,69
231,1040,1412,1416.33,372,4.33,4,68
232,1048,1417,1420.46,369,3.46,4,69
233,1051,1421,1494.67,370,73.67,4,68
234,1060,1429,1437.32,369,8.32,3,68
235,1070,1438,1483.18,368,45.18,3,68
236,1071,1438,1460.68,367,22.68,5,67
237,1072,1451,1506.33,379,55.33,2,68
238,1073,1461,1473.11,388,12.11,5,70
239,1082,1474,1499.85,392,25.85,5,71
240,1085,1484,1505.12,399,21.12,3,72
241,1087,1495,1502.76,408,7.76,4,74
242,1090,1500,1572.23,410,72.23,5,73
243,1092,1503,1518.99,411,15.99,4,73
244,1096,1506,1517.83,410,11.83,3,73
245,1102,1507,1510.59,405,3.59,2,72
246,1111,1511,1593.0,400,82.0,2,72
247,1119,1518,1536.65,399,18.65,3,72
248,1125,1519,1522.51,394,3.51,4,71
249,1126,1523,1539.15,397,16.15,4,70
250,1137,1537,1543.15,400,6.15,3,69
251,1138,1540,1560.52,402,20.52,4,68
252,1139,1542,1548.33,403,6.33,1,67
253,1172,1544,1621.33,372,77.33,3,67
254,1188,1549,1639.64,361,90.64,1,66
255,1190,1561,1574.65,371,13.65,4,67
256,1201,1573,1605.83,372,32.83,5,67
257,1207,1575,1608.7,368,33.7,4,67
258,1208,1594,1627.07,386,33.07,2,69
259,1209,1606,1728.39,397,122.39,5,72
260,1213,1609,1641.44,396,32.44,4,71
261,1216,1622,1633.87,406,11.87,3,74
262,1224,1628,1708.95,404,80.95,2,77
263,1230,1634,1645.42,404,11.42,3,76
264,1251,1640,1662.97,389,22.97,1,76
265,1252,1642,1663.53,390,21.53,4,75
266,1261,1646,1780.16,385,134.16,3,75
267,1263,1663,1666.29,400,3.29,1,80
268,1268,1664,1690.82,396,26.82,4,79
269,1275,1667,1669.62,392,2.62,1,80
270,1276,1670,1715.45,394,45.45,1,80
271,1282,1691,1693.96,409,2.96,4,84
272,1283,1694,1737.23,411,43.23,4,84
273,1287,1709,1712.24,422,3.24,2,86
274,1292,1713,1792.73,421,79.73,2,87
275,1293,1716,1748.63,423,32.63,1,86
276,1303,1729,1855.1,426,126.1,5,88
277,1304,1738,1746.08,434,8.08,4,91
278,1307,1747,1785.11,440,38.11,4,91
279,1308,1749,1760.45,441,11.45,1,91
280,1310,1761,1801.31,451,40.31,1,94
281,1311,1781,1875.32,470,94.32,3,99
282,1317,1786,1794.44,469,8.44,4,98
283,1318,1793,1820.18,475,27.18,2,98
284,1320,1795,1798.56,475,3.56,4,97
285,1321,1799,1842.43,478,43.43,4,98
286,1326,1802,1838.92,476,36.92,1,98
287,1327,1821,1823.63,494,2.63,2,100
288,1335,1824,1938.82,489,114.82,2,100
289,1336,1839,1863.91,503,24.91,1,101
290,1373,1843,1887.92,470,44.92,4,101
291,1375,1856,1899.61,481,43.61,5,102
292,1380,1864,1904.87,484,40.87,1,102
293,1386,1876,1888.09,490,12.09,3,102
294,1387,1888,1930.74,501,42.74,4,102
295,1388,1889,1954.67,501,65.67,3,101
296,1400,1900,1926.15,500,26.15,5,100
297,1401,1905,1926.53,504,21.53,1,101
298,1402,1927,1949.8,525,22.8,1,104
299,1405,1927,1986.52,522,59.52,5,103
300,1416,1931,1985.12,515,54.12,4,102
301,1417,1939,1948.82,522,9.82,2,103
302,1422,1949,1951.39,527,2.39,2,103
303,1431,1950,1980.49,519,30.49,1,102
304,1445,1952,2015.16,507,63.16,2,102
305,1446,1955,1959.6,509,4.6,3,102
306,1453,1960,1985.45,507,25.45,3,104
307,1458,1981,2145.98,523,164.98,1,108
308,1459,1986,1998.75,527,12.75,3,108
309,1468,1986,1987.66,518,1.66,4,107
310,1474,1987,1992.02,513,5.02,5,106
311,1477,1988,2021.77,511,33.77,4,105
312,1480,1993,2019.07,513,26.07,5,105
313,1488,1999,2030.72,511,31.72,3,105
314,1491,2016,2031.7,525,15.7,2,107
315,1495,2020,2028.37,525,8.37,5,106
316,1503,2022,2036.16,519,14.16,4,105
317,1506,2029,2059.47,523,30.47,5,106
318,1510,2031,2039.05,521,8.05,3,105
319,1516,2032,2041.12,516,9.12,2,104
320,1544,2037,2129.62,493,92.62,4,104
321,1553,2040,2057.14,487,17.14,3,104
322,1558,2042,2048.52,484,6.52,2,103
323,1565,2049,2055.38,484,6.38,2,103
324,1574,2056,2095.48,482,39.48,2,103
325,1579,2058,2077.72,479,19.72,3,102
326,1588,2060,2102.73,472,42.73,5,101
327,1589,2078,2093.15,489,15.15,3,105
328,1597,2094,2164.37,497,70.37,3,107
329,1600,2096,2148.02,496,52.02,2,107
330,1602,2103,2112.42,501,9.42,5,107
331,1606,2113,2133.27,507,20.27,5,108
332,1610,2130,2143.85,520,13.85,4,109
333,1615,2134,2159.69,519,25.69,5,108
334,1620,2144,2175.48,524,31.48,4,108
335,1621,2146,2164.67,525,18.67,1,107
336,1624,2149,2157.52,525,8.52,2,107
337,1626,2158,2295.63,532,137.63,2,107
338,1627,2160,2181.41,533,21.41,5,107
339,1628,2165,2250.88,537,85.88,1,106
340,1638,2165,2171.87,527,6.87,3,105
341,1645,2172,2180.3,527,8.3,3,104
342,1647,2176,2176.68,529,0.68,4,103
343,1648,2177,2190.75,529,13.75,4,102
344,1651,2181,2203.41,530,22.41,3,101
345,1652,2182,2192.73,530,10.73,5,100
346,1653,2191,2200.76,538,9.76,4,100
347,1661,2193,2197.11,532,4.11,5,99
348,1666,2198,2207.41,532,9.41,5,98
349,1667,2201,2266.5,534,65.5,4,97
350,1668,2204,2229.47,536,25.47,3,96
351,1674,2208,2260.34,534,52.34,5,96
352,1675,2230,2253.6,555,23.6,3,100
353,1676,2251,2285.49,575,34.49,1,106
354,1687,2254,2331.23,567,77.23,3,105
355,1691,2261,2271.65,570,10.65,5,104
356,1694,2267,2359.04,573,92.04,4,105
357,1697,2272,2289.18,575,17.18,5,105
358,1698,2286,2290.03,588,4.03,1,106
359,1708,2290,2351.5,582,61.5,5,105
360,1712,2291,2334.75,579,43.75,1,104
361,1713,2296,2308.45,583,12.45,2,104
362,1720,2309,2336.69,589,27.69,2,105
363,1724,2332,2333.45,608,1.45,3,108
364,1725,2334,2336.61,609,2.61,3,108
365,1732,2335,2384.27,603,49.27,1,107
366,1735,2337,2347.4,602,10.4,2,106
367,1736,2337,2372.57,601,35.57,3,105
368,1737,2348,2364.96,611,16.96,2,108
369,1743,2352,2416.94,609,64.94,5,109
370,1749,2360,2366.42,611,6.42,4,110
371,1750,2365,2504.94,615,139.94,2,111
372,1752,2367,2382.4,615,15.4,4,110
373,1753,2373,2382.12,620,9.12,3,111
374,1761,2383,2402.41,622,19.41,3,111
375,1766,2383,2399.46,617,16.46,4,110
376,1769,2385,2385.99,616,0.99,1,109
377,1770,2386,2398.74,616,12.74,1,108
378,1773,2399,2455.58,626,56.58,1,109
379,1778,2400,2411.74,622,11.74,4,108
380,1780,2403,2407.81,623,4.81,3,107
381,1792,2408,2446.19,616,38.19,3,106
382,1797,2412,2499.82,615,87.82,4,106
383,1799,2417,2438.67,618,21.67,5,107
384,1801,2439,2443.44,638,4.44,5,109
385,1804,2444,2444.47,640,0.47,5,108
386,1818,2445,2490.96,627,45.96,5,107
387,1821,2447,2461.58,626,14.58,3,107
388,1822,2456,2488.7,634,32.7,1,109
389,1836,2462,2487.58,626,25.58,3,109
390,1839,2488,2546.52,649,58.52,3,110
391,1842,2489,2498.85,647,9.85,1,109
392,1846,2491,2534.04,645,43.04,5,108
393,1853,2499,2519.97,646,20.97,1,108
394,1860,2500,2644.17,640,144.17,4,108
395,1870,2505,2554.08,635,49.08,2,110
396,1879,2520,2551.11,641,31.11,1,112
397,1902,2535,2604.35,633,69.35,5,113
398,1903,2547,2607.31,644,60.31,3,113
399,1913,2552,2600.31,639,48.31,1,112
400,1919,2555,2558.6,636,3.6,2,113
401,1923,2559,2574.47,636,15.47,2,113
402,1924,2575,2578.58,651,3.58,2,116
403,1935,2579,2583.89,644,4.89,2,116
404,1937,2584,2596.06,647,12.06,2,116
405,1949,2597,2640.13,648,43.13,2,121
406,1952,2601,2609.68,649,8.68,1,121
407,1955,2605,2744.98,650,139.98,5,121
408,1957,2608,2620.29,651,12.29,3,123
409,1958,2610,2678.62,652,68.62,1,122
410,1959,2621,2754.39,662,133.39,3,126
411,1966,2641,2711.15,675,70.15,2,126
412,1973,2645,2656.18,672,11.18,4,126
413,1974,2657,2698.62,683,41.62,4,128
414,1975,2679,2692.41,704,13.41,1,133
415,1978,2693,2739.79,715,46.79,1,138
416,1986,2699,2716.81,713,17.81,4,138
417,1990,2712,2756.56,722,44.56,2,139
418,1995,2717,2720.3,722,3.3,4,140
419,2002,2721,2744.43,719,23.43,4,139
420,2004,2740,2794.16,736,54.16,1,143
421,2007,2745,2748.69,738,3.69,4,142
422,2024,2745,2763.21,721,18.21,5,141
423,2028,2749,2758.74,721,9.74,4,140
424,2036,2755,2761.15,719,6.15,3,139
425,2040,2757,2778.21,717,21.21,2,138
426,2044,2759,2772.27,715,13.27,4,137
427,2053,2762,2776.3,709,14.3,3,138
428,2065,2764,2818.22,699,54.22,5,138
429,2066,2773,2813.61,707,40.61,4,139
430,2067,2777,2779.05,710,2.05,3,138
431,2068,2779,2834.85,711,55.85,2,137
432,2075,2780,2842.62,705,62.62,3,136
433,2083,2795,2816.77,712,21.77,1,137
434,2087,2814,2824.17,727,10.17,4,139
435,2089,2817,2836.69,728,19.69,1,139
436,2095,2819,2824.68,724,5.68,5,139
437,2098,2825,2914.64,727,89.64,4,140
438,2104,2825,2965.18,721,140.18,5,139
439,2112,2835,2919.79,723,84.79,2,140
440,2123,2837,2839.7,714,2.7,1,140
441,2124,2840,2845.83,716,5.83,1,139
442,2144,2843,2848.25,699,5.25,3,139
443,2148,2846,2851.08,698,5.08,1,139
444,2150,2849,2851.55,699,2.55,3,139
445,2160,2852,2859.09,692,7.09,1,139
446,2183,2852,2876.02,669,24.02,3,138
447,2207,2860,2890.98,653,30.98,1,138
448,2213,2877,2889.76,664,12.76,3,140
449,2218,2890,2902.1,672,12.1,3,141
450,2224,2891,2969.47,667,78.47,1,140
451,2225,2903,2938.78,678,35.78,3,143
452,2228,2915,2920.39,687,5.39,4,145
453,2235,2920,2928.47,685,8.47,2,145
454,2236,2921,3005.31,685,84.31,4,144
455,2238,2929,2932.48,691,3.48,2,144
456,2239,2933,3008.72,694,75.72,2,144
457,2244,2939,3001.89,695,62.89,3,144
458,2250,2966,3010.47,716,44.47,5,150
459,2251,2970,2970.63,719,0.63,1,150
460,2264,2971,2984.92,707,13.92,1,149
461,2266,2985,3075.77,719,90.77,1,150
462,2270,3002,3009.49,732,7.49,3,151
463,2283,3006,3082.61,723,76.61,4,151
464,2285,3009,3028.44,724,19.44,2,150
465,2296,3010,3039.99,714,29.99,3,149
466,2301,3011,3025.48,710,14.48,5,148
467,2307,3026,3033.51,719,7.51,5,149
468,2316,3029,3040.31,713,11.31,2,148
469,2319,3034,3046.36,715,12.36,5,147
470,2322,3040,3071.31,718,31.31,3,147
471,2324,3041,3065.44,717,24.44,2,146
472,2334,3047,3059.4,713,12.4,5,146
473,2339,3060,3097.74,721,37.74,5,149
474,2342,3066,3071.71,724,5.71,2,148
475,2343,3072,3236.97,729,164.97,2,148
476,2344,3072,3101.97,728,29.97,3,147
477,2351,3076,3133.28,725,57.28,1,146
478,2352,3083,3110.96,731,27.96,4,146
479,2357,3098,3149.27,741,51.27,5,148
480,2360,3102,3105.3,742,3.3,3,150
481,2361,3106,3153.45,745,47.45,3,149
482,2362,3111,3152.99,749,41.99,4,151
483,2372,3134,3150.25,762,16.25,1,152
484,2373,3150,3157.64,777,7.64,5,154
485,2375,3151,3187.09,776,36.09,1,153
486,2389,3153,3169.14,764,16.14,4,152
487,2392,3154,3171.56,762,17.56,3,152
488,2411,3158,3160.64,747,2.64,5,151
489,2414,3161,3161.87,747,0.87,5,151
490,2415,3162,3172.22,747,10.22,5,150
491,2418,3170,3179.39,752,9.39,4,149
492,2422,3172,3182.54,750,10.54,3,150
493,2432,3173,3182.05,741,9.05,5,149
494,2446,3180,3188.45,734,8.45,4,148
495,2454,3183,3224.24,729,41.24,3,148
496,2455,3183,3191.5,728,8.5,5,147
497,2456,3188,3197.87,732,9.87,1,147
498,2460,3189,3190.48,729,1.48,4,146
499,2476,3191,3238.1,715,47.1,4,145
500,2477,3192,3208.86,715,16.86,5,144
501,2495,3198,3243.65,703,45.65,1,144
502,2500,3209,3244.69,709,35.69,5,144
503,2502,3225,3236.79,723,11.79,3,147
504,2504,3237,3242.63,733,5.63,2,149
505,2505,3237,3283.58,732,46.58,3,148
506,2513,3239,3261.9,726,22.9,4,147
507,2514,3243,3246.74,729,3.74,2,147
508,2520,3244,3283.77,724,39.77,1,147
509,2521,3245,3292.31,724,47.31,5,147
510,2528,3247,3247.45,719,0.45,2,146
511,2547,3248,3252.72,701,4.72,2,146
512,2554,3253,3270.48,699,17.48,2,146
513,2555,3262,3266.94,707,4.94,4,148
514,2556,3267,3429.28,711,162.28,4,147
515,2561,3271,3274.2,710,3.2,2,147
516,2562,3275,3336.78,713,61.78,2,147
517,2566,3284,3308.22,718,24.22,1,146
518,2573,3284,3318.39,711,34.39,3,145
519,2579,3293,3321.74,714,28.74,5,147
520,2580,3309,3316.48,729,7.48,1,148
521,2586,3317,3327.23,731,10.23,1,148
522,2587,3319,3386.3,732,67.3,3,147
523,2588,3322,3416.47,734,94.47,5,146
524,2591,3328,3393.74,737,65.74,1,145
525,2594,3337,3360.35,743,23.35,2,147
526,2595,3361,3484.47,766,123.47,2,152
527,2601,3387,3389.41,786,2.41,3,154
528,2605,3390,3415.06,785,25.06,3,155
529,2606,3394,3442.08,788,48.08,1,155
530,2607,3416,3434.49,809,18.49,3,159
531,2608,3417,3449.21,809,32.21,5,158
532,2611,3430,3437.55,819,7.55,4,159
533,2613,3435,3437.22,822,2.22,3,160
534,2616,3438,3447.1,822,9.1,3,160
535,2617,3438,3446.44,821,8.44,4,159
536,2618,3443,3494.35,825,51.35,1,161
537,2623,3447,3468.7,824,21.7,4,162
538,2644,3448,3471.81,804,23.81,3,161
539,2646,3450,3547.12,804,97.12,5,161
540,2652,3469,3657.65,817,188.65,4,162
541,2657,3472,3557.54,815,85.54,3,161
542,2658,3485,3486.64,827,1.64,2,162
543,2659,3487,3566.58,828,79.58,2,161
544,2661,3495,3584.95,834,89.95,1,162
545,2668,3548,3553.25,880,5.25,5,169
546,2675,3554,3561.17,879,7.17,5,169
547,2678,3558,3585.05,880,27.05,3,168
548,2681,3562,3565.96,881,3.96,5,167
549,2683,3566,3615.83,883,49.83,5,166
550,2684,3567,3590.8,883,23.8,2,165
551,2685,3585,3589.82,900,4.82,1,166
552,2689,3586,3608.03,897,22.03,3,165
553,2693,3590,3617.96,897,27.96,1,164
554,2694,3591,3686.52,897,95.52,2,163
